Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
"Thu, May 19, 2022",8:30p,Boston Celtics,127,Miami Heat,102,Box Score,,"20,100",FTX Arena,
"Fri, May 20, 2022",9:00p,Dallas Mavericks,117,Golden State Warriors,126,Box Score,,"18,064",Chase Center,
"Sat, May 21, 2022",8:30p,Miami Heat,109,Boston Celtics,103,Box Score,,"19,156",TD Garden,
"Sun, May 22, 2022",9:00p,Golden State Warriors,109,Dallas Mavericks,100,Box Score,,"20,813",American Airlines Center,
"Mon, May 23, 2022",8:30p,Miami Heat,82,Boston Celtics,102,Box Score,,"19,156",TD Garden,
"Tue, May 24, 2022",9:00p,Golden State Warriors,109,Dallas Mavericks,119,Box Score,,"20,810",American Airlines Center,
"Wed, May 25, 2022",8:30p,Boston Celtics,93,Miami Heat,80,Box Score,,"19,819",FTX Arena,
"Thu, May 26, 2022",9:00p,Dallas Mavericks,110,Golden State Warriors,120,Box Score,,"18,064",Chase Center,
"Fri, May 27, 2022",8:30p,Miami Heat,111,Boston Celtics,103,Box Score,,"19,156",TD Garden,
"Sun, May 29, 2022",8:30p,Boston Celtics,100,Miami Heat,96,Box Score,,"20,200",FTX Arena,
"Thu, Jun 2, 2022",9:00p,Boston Celtics,120,Golden State Warriors,108,Box Score,,"18,064",Chase Center,
"Sun, Jun 5, 2022",8:00p,Boston Celtics,88,Golden State Warriors,107,Box Score,,"18,064",Chase Center,
"Wed, Jun 8, 2022",9:00p,Golden State Warriors,100,Boston Celtics,116,Box Score,,"19,156",TD Garden,
"Fri, Jun 10, 2022",9:00p,Golden State Warriors,107,Boston Celtics,97,Box Score,,"19,156",TD Garden,
"Mon, Jun 13, 2022",9:00p,Boston Celtics,94,Golden State Warriors,104,Box Score,,"18,064",Chase Center,
"Thu, Jun 16, 2022",9:00p,Golden State Warriors,103,Boston Celtics,90,Box Score,,"19,156",TD Garden,
